UniqueID,Class,Order,Family,ScientificName,CommonName,Ref,MichiganSleepingBear,GreatSmokyMountains,Acadia,YellowstoneGrandTeton,Glacier,JoshuaTree,Zion,Saguaro,MichiganIsleRoyale,Everglades,NorthCascadesOlympic,Redwoods,Yosemite,Habitat,LengthInches,WingspanInches,Notes,DailyActivity,YearlyActivity,IUCN,Diet,Predators
B0319,Aves,Passeriformes,Passerellidae,Amphispiza bilineata,Black Throated Sparrow,454,,,,,,COMMON - A,COMMON - A,UNCOMMON - A,,,,,,"Arid brush, creosote-bush deserts. Lives in a variety of dry open habitats, from Sonoran desert with its mix of shrubs and cactus to very barren flats of creosote bush or saltbush. Also locally in grassland with scattered cactus, sagebrush flats, open pinyon-juniper woods.",,,,,,,,
B0320,Aves,Passeriformes,Passerellidae,Spizella passerina,Chipping Sparrow,456,COMMON - S,COMMON - S,COMMON - S,ABUNDANT - S/ COMMON - S,COMMON - S,,COMMON - W,COMMON - W,COMMON - S,,S COMMON/ UNCOMMON  - S,UNCOMMON - S,COMMON - S,"Open woods, conifers, orchards, farms, towns. Original breeding habitat probably was mainly open pine woods, coniferous forest edges, savanna with scattered conifers. Still breeds in such areas but now also very common in suburbs, city parks, orchards, pastures, other altered habitats. Winters in open woods, thickets, farmland, brush.",,,,,,,,
B0321,Aves,Passeriformes,Passerellidae,Spizella breweri,Brewers Sparrow,457,,,,COMMON - S,UNCOMMON - S,COMMON - W,COMMON - W,COMMON - W,,,,,,"Sagebrush, brushy plains; also near treeline in Rockies; in winter, also weedy fields. In summer typically in open flats covered with sagebrush; sometimes in stands of saltbush, on open prairie, or in pinyon-juniper woodland. Northern race (sometimes considered a separate species, called Timberline Sparrowsummers at and above treeline in Canadian Rockies, in stunted thickets of willow, birch, and fir. In winter, found in open country, especially desert dominated by creosotebush.",,,,,,,,
B0322,Aves,Passeriformes,Passerellidae,Junco hyemalis,Dark-Eyed Junco,462,COMMON - A,ABUNDANT - A,ABUNDANT - A,ABUNDANT - A,COMMON - A,,COMMON - W,,UNCOMMON - A,,COMMON - A/ ABUNDANT - A,ABUNDANT - A,ABUNDANT - A,"Conifer and mixed woods. In winter, open woods, undergrowth, roadsides, brush. Over its wide range, breeding habitat is consistently coniferous or mixed woodland, usually in rather open situations such as edges or clearings. Winters in many kinds of semi-open habitats including woodland edges, thickets, brushy places, suburban areas.",,,,,,,,
B0323,Aves,Passeriformes,Passerellidae,Passerculus sandwichensis,Savannah Sparrow,465,UNCOMMON - S,,ABUNDANT - S,COMMON - S,UNCOMMON - S,UNCOMMON - W,COMMON - W,UNKNOWN - W,UNCOMMON - S,COMMON - W,UNCOMMON - S/ COMMON - S,COMMON - S,UNCOMMON - W,"Open fields, meadows, salt marshes, prairies, dunes, shores. Over most of range, found in open meadows, pastures, edges of marshes, alfalfa fields, pastures; also tundra in summer, shores and weedy vacant lots in winter. Northeastern Ipswich Savannah Sparrow lives on grassy coastal dunes; southwestern Belding's and  Large-billed races inhabit salt marshes.",,,,,,,,
B0324,Aves,Passeriformes,Passerellidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,468,,,,,,,,,,,RARE - W/ COMMON - W,COMMON - W,COMMON - A,"Boreal scrub, spruce; in winter, forest edges, thickets, chaparral, gardens. Breeds in shrubby habitats of North and of high mountains, including willow thickets at edge of dry tundra, stunted spruce near treeline. Winters in many kinds of brushy habitats, from wild chaparral to parks and gardens. Winter habitat like that of White-crowned Sparrow, but tends to be in denser brush.",,,,,,,,
B0325,Aves,Passeriformes,Passerellidae,Zonotrichia leucophrys,White-Crowned Sparrow,469,,,,S COMMON/ ABUNDANT - S,COMMON - S,COMMON - W,ABUNDANT - W,COMMON - W,,,UNCOMMON - A/ COMMON - A,ABUNDANT - A,COMMON - S,"Boreal scrub, forest edges, thickets, chaparral, gardens, parks; in winter, also farms and desert washes. Breeding habitat varies, but always in brushy places, such as dwarf willow thickets at edge of tundra, bushy clearings in northern forest, scrub just below timberline in mountains, chaparral and well-wooded suburbs along Pacific Coast. In winter, also found in hedgerows, overgrown fields, desert washes.",,,,,,,,
B0326,Aves,Passeriformes,Passerellidae,Passerella iliaca,Fox Sparrow,470,,,,RARE - S/ COMMON - S,COMMON - S,,,,,,COMMON - W/ COMMON - W,COMMON - S,COMMON - A,"Wooded areas, undergrowth, brush. Breeds in brushy areas including woodland edges and clearings, streamside thickets, scrubby second growth, stunted coastal forest. Winters in similar habitats, also in brushy fields, chaparral, well-vegetated suburbs and parks.",,,,,,,,
B0327,Aves,Passeriformes,Passerellidae,Melospiza melodia,Song Sparrow,472,COMMON - A,,ABUNDANT - A,COMMON - A,UNCOMMON - A,UNCOMMON - A,COMMON - A,UNCOMMON - A,COMMON - A,,COMMON - A/ COMMON - W,ABUNDANT - A,ABUNDANT - A,"Thickets, brush, marshes, roadsides, gardens. Habitat varies over its wide range. In most areas, found in brushy fields, streamsides, shrubby marsh edges, woodland edges, hedgerows, well-vegetated gardens. Some coastal populations live in salt marshes. Nests in dense streamside brush in southwestern deserts, and in any kind of dense low cover on Aleutian Islands, Alaska.",,,,,,,,
B0328,Aves,Passeriformes,Passerellidae,Melospiza lincolnii,Lincolns Sparrow,473,,,,COMMON - S,UNCOMMON - S,,,,,,UNCOMMON - W/ UNCOMMON - W,RARE - W,UNCOMMON - S,"Willow and alder thickets, muskeg, brushy bogs. In winter, thickets, weeds, bushes. Breeds in northern and mountainous areas in dense low vegetation near water, such as streamside willow groves, bushy edges of bogs, brushy clearings in wet coniferous forest. Winters in dense thickets, overgrown fields.",,,,,,,,
B0329,Aves,Passeriformes,Passerellidae,Melospiza georgiana,Swamp Sparrow,473,COMMON - S,,COMMON - S,,,,,,UNCOMMON - S,COMMON - W,,,,"Fresh marshes with tussocks, bushes, or cattails; sedgy swamps. Breeds mostly in freshwater marshes with good growth of sedges, grass, or cattails, often with thickets of alder or willow; sometimes in swampy thickets around ponds and rivers. Also breeds locally in salt marshes on middle Atlantic Coast. During migration and winter found mainly in marshes, but also in streamside thickets, rank weedy fields.",,,,,,,,
B0330,Aves,Passeriformes,Passerellidae,Pooecetes gramineus,Vesper Sparrow,472,COMMON - S,,,COMMON - S,UNCOMMON - S,,,UNCOMMON - W,,,,,,"Meadows, fields, prairies, roadsides. At all seasons, favors open grassy or weedy fields, often in rather dry situations with much open soil. May be in weedy roadsides, gravel pits, high mountain grasslands, stubble fields, grassy areas just above sandy beaches. Often breeds where there are a few taller plants for use as song perches.",,,,,,,,
B0331,Aves,Passeriformes,Passerellidae,Spizelloides arborea,American Tree Sparrow,458,,,COMMON - W,UNCOMMON - W/ UNKNOWN - W,,,,,COMMON - W,,,,,"Arctic scrub, willow thickets; in winter, brushy roadsides, weedy edges, marshes. In summer most common near treeline, where northern forest gives way to tundra. May be in openings in stunted spruce forest, or on open tundra if a few taller shrubs are present. In winter in open fields, woodland edges, marshes, suburban areas.",,,,,,,,
B0332,Aves,Passeriformes,Passerellidae, Zonotrichia albicollis,White-Throated Sparrow,469,COMMON - S,COMMON - W,COMMON - S,,,,,,ABUNDANT - S,,,,,"Thickets, brush, undergrowth of conifer and mixed woodlands. Breeds in zone of coniferous and mixed forest, mainly in openings having dense thickets of deciduous shrubs, such as around ponds, clearings, edges, roadsides, second growth. Winters in areas with dense low cover, including forest undergrowth and edges, well-vegetated suburbs and parks.",,,,,,,,
B0333,Aves,Passeriformes,Passerellidae,Chondestes grammacus,Lark Sparrow,471,,,,OCCASIONAL - S/ UNKNOWN - S,,OCCASIONAL - A,UNCOMMON - S,UNCOMMON - S,,,,,,"Open country with bushes, trees; pastures, farms, roadsides. For nesting, generally favors areas with some open bare ground and some taller plants; included are overgrazed pastures, sandy barrens, hedgerows near fallow fields, brushy dry grasslands, sometimes open pinyon-juniper woods. In migration and winter, found in similar areas, also open weedy fields.",,,,,,,,
B0334,Aves,Passeriformes,Passerellidae,Spizella atrogularis,Black-Chinned Sparrow,457,,,,,,UNCOMMON - S,RARE - S,UNCOMMON - S,,,,,,"Brushy mountain slopes, open chaparral, sagebrush. Found mostly in arid scrub on hillsides, from low foothills up to almost 7,000' in mountains, in chaparral and open thickets of manzanita, scrub oak, sagebrush, chamise, and other low shrubs. In winter also found locally in desert areas, mesquite thickets.",,,,,,,,
B0335,Aves,Passeriformes,Passerellidae,Passer domesticus,House Sparrow,478,COMMON - A,RARE - W,UNKNOWN - A,COMMON - A/ N,UNKNOWN - A,UNCOMMON - A,ABUNDANT - A,RARE - A,,,OCCASIONAL - A/ UNCOMMON - A,ABUNDANT - A,COMMON - A,"Cities, towns, farms. General surroundings vary, but in North America essentially always found around manmade structures, never in unaltered natural habitats. Lives in city centers, suburbs, farms; also around isolated houses or businesses surrounded by terrain unsuited to House Sparrows, such as desert or forest.",,,,,,,,
B0336,Aves,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,486,COMMON - A,,UNCOMMON - A,UNCOMMON - A/ COMMON - A,RARE - A,COMMON - A,UNCOMMON - A,RARE - A,UNCOMMON - S,,,,UNCOMMON - A,"Prairies, fields, airports, shores, tundra. Inhabits open ground, generally avoiding areas with trees or even bushes. May occur in a wide variety of situations that are sufficiently open: short-grass prairies, extensive lawns (as on airports or golf courses), plowed fields, stubble fields, beaches, lake flats, dry tundra of far north or high mountains.",,,,,,,,
